,IDENTITAS,UMUR,JENIS_KELAMIN,PENGALAMAN_MENGEMUDI,PENDIDIKAN,PENGHASILAN,SKOR_KREDIT,PEMILIK_KENDARAAN,TAHUN_PRODUKSI,STATUS,ANAK,KODE_POS,KM_PER_TAHUN,JENIS_KENDARAAN,TILANG_NGEBUT,TILANG_MABUK,KECELAKAAN_SEBELUMNYA,KLAIM
2964,974638,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6780482549923134,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
2965,354483,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6497286810498613,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,3,0,3,tidak
2966,585379,lebih dari 65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5694637281652679,tidak,sebelum 2020,menikah,ada,32765,8000.0,keluarga,3,0,0,ya
2967,161766,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,antara 1-2x UMR,0.3167766915660789,ya,setelah 2020,belum menikah,ada,92101,12000.0,keluarga,3,1,2,tidak
2968,860897,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6267889000650932,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,5,0,3,tidak
2969,5195,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5640824695825345,ya,setelah 2020,menikah,ada,32765,6000.0,sport,0,0,0,tidak
2970,480896,antara 40-65 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,,tidak,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,1,tidak
2971,672155,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.5373908568000239,tidak,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,3,0,2,tidak
2972,957372,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6067045900851948,ya,sebelum 2020,belum menikah,ada,92101,15000.0,keluarga,1,0,0,ya
2973,186080,lebih dari 65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.534527772700769,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,1,3,tidak
2974,608703,lebih dari 65 tahun,perempuan,antara 20-30 tahun,tidak ada,lebih dari 3x UMR,0.7676325928262623,ya,sebelum 2020,menikah,ada,10238,,keluarga,1,0,0,tidak
2975,563413,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,ada,10238,8000.0,keluarga,1,0,1,tidak
2976,240130,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.3780184845502422,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,ya
2977,598271,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,0.5780625582423655,ya,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,0,0,0,tidak
2978,215682,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,antara 2-3x UMR,0.6499401198435906,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,5,0,0,tidak
2979,331067,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,tidak ada,lebih dari 3x UMR,0.6867893997063133,ya,setelah 2020,menikah,ada,10238,13000.0,keluarga,2,1,2,tidak
2980,140764,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,tidak ada,10238,12000.0,keluarga,1,0,1,ya
2981,290615,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.3637033471776875,tidak,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,2,0,2,ya
2982,988795,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4334373332918408,ya,sebelum 2020,belum menikah,tidak ada,32765,13000.0,sport,1,0,1,tidak
2983,263950,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.5099082074730983,ya,setelah 2020,belum menikah,tidak ada,10238,12000.0,keluarga,1,1,4,tidak
2984,936328,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6469843287183472,ya,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,4,0,0,tidak
2985,488928,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3491647332402468,tidak,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,ya
2986,253805,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.614593254535845,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,1,0,1,tidak
2987,346658,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4998626811775605,ya,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
2988,212512,antara 40-65 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6401300069561456,ya,sebelum 2020,menikah,ada,32765,8000.0,keluarga,0,0,0,ya
2989,266723,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.7568497361321834,ya,setelah 2020,belum menikah,ada,10238,16000.0,keluarga,0,1,2,tidak
2990,94106,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.6989972463423352,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
2991,956081,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.2868040259094392,tidak,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,2,ya
2992,945496,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5448257365700174,ya,setelah 2020,belum menikah,ada,32765,12000.0,keluarga,3,1,1,tidak
2993,114580,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.5820103077860838,ya,sebelum 2020,menikah,ada,92101,10000.0,keluarga,3,2,1,tidak
2994,35009,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.3240569486205867,tidak,sebelum 2020,menikah,ada,32765,9000.0,keluarga,0,0,0,ya
2995,409758,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.6200322323255878,tidak,sebelum 2020,menikah,ada,10238,10000.0,sport,0,0,0,tidak
2996,456703,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,kurang dari UMR,0.5076361069588037,tidak,sebelum 2020,menikah,ada,32765,7000.0,keluarga,6,0,0,tidak
2997,264463,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.3162075142100888,tidak,sebelum 2020,menikah,ada,10238,10000.0,keluarga,1,0,4,ya
2998,580209,antara 40-65 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.7243925070753335,ya,setelah 2020,menikah,ada,10238,7000.0,keluarga,2,0,4,tidak
2999,326435,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,antara 1-2x UMR,0.5494309987122562,tidak,sebelum 2020,belum menikah,tidak ada,32765,8000.0,keluarga,4,1,2,tidak
3000,480276,lebih dari 65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5604292078171568,tidak,setelah 2020,menikah,ada,32765,9000.0,keluarga,0,1,0,tidak
3001,881811,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3176442547991809,tidak,sebelum 2020,belum menikah,tidak ada,10238,18000.0,keluarga,0,0,0,ya
3002,374794,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.4073623559648251,tidak,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,2,0,1,ya
3003,354854,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3097904471078935,ya,sebelum 2020,belum menikah,tidak ada,32765,10000.0,keluarga,0,0,0,ya
3004,682240,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5891640296111545,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,3,tidak
3005,669186,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5999925100888724,ya,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,0,0,ya
3006,798627,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,,ya,sebelum 2020,menikah,ada,92101,10000.0,keluarga,2,1,0,tidak
3007,285501,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4379223036779929,tidak,sebelum 2020,belum menikah,tidak ada,32765,13000.0,keluarga,0,0,0,ya
3008,593292,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3404890676156737,tidak,sebelum 2020,belum menikah,ada,32765,10000.0,keluarga,0,0,0,ya
3009,649724,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.4856337045192767,ya,setelah 2020,belum menikah,tidak ada,32765,11000.0,keluarga,1,0,1,tidak
3010,53151,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6551869767464442,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,3,0,1,tidak
3011,742412,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.4450427635109293,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,1,1,1,tidak
3012,898555,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,,ya,sebelum 2020,menikah,tidak ada,10238,12000.0,keluarga,0,0,0,tidak
3013,685826,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.2980386470250772,tidak,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,ya
3014,650607,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.2918006114647601,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,2,tidak
3015,653656,antara 40-65 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6387300964116825,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,0,0,0,tidak
3016,470627,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.5756097026465881,tidak,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,3,1,4,ya
3017,703985,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3571772746016675,tidak,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,ya
3018,110908,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6412933802203664,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,2,0,0,tidak
3019,762382,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.662974125323889,ya,setelah 2020,menikah,ada,32765,8000.0,sport,4,0,3,tidak
3020,932849,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4752618544710137,tidak,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,0,0,ya
3021,69295,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,antara 2-3x UMR,0.4378821691036571,ya,sebelum 2020,belum menikah,tidak ada,10238,11000.0,keluarga,2,0,7,tidak
3022,568413,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.5412294511207146,tidak,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,3,0,0,ya
3023,427575,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.60882895731083,ya,setelah 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,tidak
3024,624500,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.4764828551296845,ya,sebelum 2020,menikah,ada,10238,8000.0,keluarga,0,0,0,tidak
3025,939343,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6020918870265246,ya,sebelum 2020,belum menikah,ada,10238,19000.0,keluarga,1,0,2,ya
3026,857032,lebih dari 65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.4349590139646847,ya,sebelum 2020,menikah,ada,10238,7000.0,keluarga,6,0,3,tidak
3027,583790,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.4053779920793006,ya,sebelum 2020,belum menikah,tidak ada,32765,13000.0,keluarga,2,0,1,ya
3028,66507,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4997298868124343,ya,setelah 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,2,tidak
3029,660963,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.4637218969356029,ya,setelah 2020,belum menikah,tidak ada,10238,,keluarga,0,0,0,ya
3030,396892,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2752720004597257,tidak,sebelum 2020,belum menikah,ada,10238,13000.0,sport,0,0,0,ya
3031,787390,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 1-2x UMR,0.4624534606882998,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,2,0,2,ya
3032,114334,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,tidak ada,lebih dari 3x UMR,0.6439910880215374,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
3033,533851,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 2-3x UMR,0.5592778358153015,tidak,setelah 2020,belum menikah,ada,32765,9000.0,keluarga,5,1,1,tidak
3034,962897,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,kurang dari UMR,0.2043133963128014,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,3,0,0,tidak
3035,14622,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4907395124490321,ya,sebelum 2020,menikah,ada,32765,11000.0,keluarga,2,1,0,ya
3036,433224,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4589120361925471,ya,setelah 2020,belum menikah,tidak ada,92101,16000.0,keluarga,0,0,0,tidak
3037,729287,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.1162638006141908,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
3038,36679,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6388669977066651,ya,setelah 2020,belum menikah,tidak ada,10238,16000.0,keluarga,3,1,2,tidak
3039,558275,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3437899450363883,ya,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
3040,724723,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,0,0,0,ya
3041,738651,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.3956074818387411,ya,setelah 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,1,tidak
3042,200265,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.5300413823068981,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,7,2,8,tidak
3043,904742,antara 40-65 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.438870922090682,ya,sebelum 2020,menikah,ada,10238,,keluarga,2,0,2,tidak
3044,585226,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.4596952131281054,tidak,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,tidak
3045,172866,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.5137348627380244,tidak,sebelum 2020,belum menikah,tidak ada,10238,11000.0,keluarga,0,0,0,ya
3046,636846,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.7170914771884047,tidak,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,ya
3047,277818,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.4494294839841602,ya,sebelum 2020,belum menikah,ada,10238,,keluarga,3,1,2,ya
3048,516380,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,antara 2-3x UMR,0.4179447025205257,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,5,1,4,tidak
3049,916128,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4808531465764049,ya,setelah 2020,menikah,ada,92101,10000.0,keluarga,3,1,2,tidak
3050,833465,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.4461315555362893,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
3051,967513,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.73950799300585,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,1,0,5,tidak
3052,4747,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,antara 2-3x UMR,0.6534312027273705,ya,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
3053,113033,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.466327896902897,ya,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,0,ya
3054,169421,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.564717400251573,ya,setelah 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
3055,461175,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 2-3x UMR,0.5846008675834956,ya,setelah 2020,belum menikah,ada,10238,,keluarga,3,2,1,tidak
3056,768887,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.539014053718841,tidak,setelah 2020,menikah,ada,10238,11000.0,keluarga,2,0,4,tidak
3057,869635,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 1-2x UMR,0.4050360478908247,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,2,0,2,tidak
3058,889608,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.453471335053696,tidak,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,1,0,3,ya
3059,645837,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.562775708272011,ya,sebelum 2020,menikah,ada,10238,14000.0,sport,3,1,0,tidak
3060,529269,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4439945158376504,ya,sebelum 2020,menikah,tidak ada,10238,12000.0,keluarga,0,0,0,ya
3061,660589,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.7095147983810901,ya,sebelum 2020,belum menikah,ada,32765,10000.0,keluarga,11,1,1,tidak
3062,366205,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.216036434371356,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,tidak
3063,147573,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.3412799504711933,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
3064,980859,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4530467617186671,ya,setelah 2020,menikah,tidak ada,10238,12000.0,keluarga,0,0,0,tidak
3065,719606,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.4892065918233577,ya,sebelum 2020,menikah,ada,10238,9000.0,sport,2,1,0,tidak
3066,493290,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,antara 1-2x UMR,0.6526913006637715,tidak,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,3,tidak
3067,946287,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.4772941489448981,ya,setelah 2020,menikah,ada,32765,6000.0,keluarga,5,0,1,tidak
3068,888398,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,,ya,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,2,0,3,tidak
3069,967160,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.3308445835946743,ya,setelah 2020,belum menikah,tidak ada,32765,13000.0,keluarga,0,0,0,tidak
3070,381397,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.4877976264827012,ya,setelah 2020,belum menikah,tidak ada,32765,12000.0,sport,3,0,0,tidak
3071,41476,lebih dari 65 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,,ya,sebelum 2020,belum menikah,ada,92101,14000.0,keluarga,1,1,0,tidak
3072,71738,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6096020843551448,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,2,1,3,tidak
3073,629213,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5337010547648954,ya,sebelum 2020,belum menikah,ada,32765,,keluarga,2,0,1,ya
3074,287667,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.7052405615459966,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
3075,930890,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,2,0,1,tidak
3076,364501,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.6947469624731197,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,ya
3077,14977,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5366566783666077,ya,setelah 2020,belum menikah,tidak ada,32765,13000.0,keluarga,1,0,1,tidak
3078,40972,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.4333321199941906,ya,setelah 2020,belum menikah,ada,10238,11000.0,keluarga,3,0,2,tidak
3079,149264,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.5339210938550758,ya,setelah 2020,belum menikah,ada,32765,15000.0,keluarga,0,0,0,ya
3080,352772,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.6331218784080793,tidak,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,1,0,0,ya
3081,606131,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3145040661291375,ya,setelah 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,0,ya
3082,901806,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.2525014821570652,ya,sebelum 2020,belum menikah,ada,10238,9000.0,keluarga,0,0,0,ya
3083,25407,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2992844002880692,tidak,sebelum 2020,belum menikah,ada,32765,13000.0,keluarga,0,0,0,ya
3084,923149,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.7576240019420225,ya,sebelum 2020,menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
3085,309220,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.4032471381863556,tidak,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,2,0,2,tidak
3086,702797,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,,tidak,sebelum 2020,menikah,ada,32765,5000.0,keluarga,3,0,3,tidak
3087,471696,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.3803560286607813,tidak,sebelum 2020,menikah,ada,10238,8000.0,keluarga,2,0,2,ya
3088,97081,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3573810138496031,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,1,1,ya
3089,698126,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.701769802887006,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,3,0,3,tidak
3090,740753,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5427892834696217,ya,setelah 2020,menikah,ada,32765,12000.0,keluarga,0,0,0,tidak
3091,899267,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.5434466456733709,ya,sebelum 2020,menikah,ada,10238,,keluarga,4,1,2,tidak
3092,39690,antara 40-65 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.5792880833054858,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
3093,273754,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.431934300248274,ya,sebelum 2020,menikah,tidak ada,10238,13000.0,keluarga,0,0,0,ya
3094,544613,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.4814387645147136,tidak,sebelum 2020,belum menikah,tidak ada,32765,13000.0,keluarga,0,0,0,ya
3095,596471,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6970945487224753,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
3096,58313,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4996992570022154,ya,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,2,0,0,tidak
3097,399343,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3159066851342934,tidak,sebelum 2020,belum menikah,tidak ada,32765,12000.0,keluarga,0,0,0,ya
3098,247693,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.487319748001361,ya,sebelum 2020,belum menikah,ada,10238,16000.0,keluarga,0,0,0,ya
3099,871443,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,1,0,1,tidak
3100,835632,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,,tidak,sebelum 2020,menikah,tidak ada,32765,12000.0,keluarga,1,1,0,ya
